ap_syndicated,collect_date,full_text_rss,guid,language,media_id,media_name,media_url,normalized_title_hash,processed_stories_id,publish_date,stories_id,story_tags,title,url,metadata
FALSE,20:19.3,FALSE,http://archive.org/details/sim_raw_scan_IA1630928-06,en,19233,archive.org,http://www.archive.org,c111bc90-64ac-6729-4764-82160625d4f9,2370935478,6/19/21 2:06,1965649706,[],SIM Microfilm Canister of IA1630928-06 Raw Scan,http://archive.org/details/sim_raw_scan_IA1630928-06,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,55:05.9,FALSE,https://www.cityam.com/?p=1613612,en,93975,cityam.com,http://www.cityam.com/#spider,6d15b9ec-0172-120b-0b46-56f0b33052fb,2283942111,3/10/21 14:51,1875485427,[],Biden's $1.9 trillion Covid stimulus bill gets final approval from Congress,https://www.cityam.com/bidens-1-9-trillion-covid-stimulus-bill-gets-final-approval-from-congress/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,04:24.4,FALSE,http://landenpvzob.ttblogs.com/5070098/the-greatest-guide-to-thou-dost-protest-too-much-meaning,en,57561,ttblogs.com,http://ttblogs.com/,2328ad02-642f-c25c-4016-7dfac6715976,2332496871,5/10/21 7:05,1926421605,[],The Greatest Guide To thou dost protest too much meaning,http://landenpvzob.ttblogs.com/5070098/the-greatest-guide-to-thou-dost-protest-too-much-meaning,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,30:32.9,FALSE,https://leadership.ng/?p=288908,en,92526,leadership.ng,http://www.leadership.ng/#spider,53455dd0-cff5-546a-d490-26d64be69d89,2318082597,4/23/21 13:10,1910734146,[],FOREIGN: Chad Holds Funeral For President Idriss Deby,https://leadership.ng/foreign-chad-holds-funeral-for-president-idriss-deby/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,07:41.9,FALSE,https://myspace.com/article/2021/2/5/rob-lowe-recalls-constant-presence-of-cocaine-on-80s-film-sets-nme,en,4726,Activate!'s MySpace Blog,http://blog.myspace.com/activate,85f00d75-6885-2991-0589-d8d685b50f86,2253811388,2/5/21 11:26,1844294673,[],Rob Lowe recalls constant presence of cocaine on ’80s film sets,https://myspace.com/article/2021/2/5/rob-lowe-recalls-constant-presence-of-cocaine-on-80s-film-sets-nme,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,50:42.4,FALSE,https://www.farmprogress.com/cotton/if-weather-cooperates-sc-cotton-farmers-could-see-yield-increase,en,30337,westernfarmpress.com,http://westernfarmpress.com#spider,447ccdcd-38b5-5021-4254-ae84d517613b,2305723427,4/5/21 7:55,1898204466,[],"If weather cooperates, S.C. cotton farmers could see yield increase",https://www.farmprogress.com/cotton/if-weather-cooperates-sc-cotton-farmers-could-see-yield-increase,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,04:23.5,FALSE,https://www.newsweek.com/floridas-ron-desantis-sees-approval-ratings-jump-his-star-rises-among-republicans-over-covid-1590934,en,1098,Newsweek ,http://www.newsweek.com/,5fb409f7-5bde-a2dc-5d22-5e3c70ff5a5e,2335289412,5/12/21 13:55,1929278975,[],Florida's Ron DeSantis Sees Approval Ratings Jump as His Star Rises Among Republicans Over COVID Orders,https://www.newsweek.com/floridas-ron-desantis-sees-approval-ratings-jump-his-star-rises-among-republicans-over-covid-1590934,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,37:49.9,FALSE,https://globalnews.ca/?p=7907505,en,380487,(CHEXTV),http://www.chextv.com/,a97aac31-1c96-fea1-bdd2-fb03051fbb0c,2352862751,5/31/21 18:36,1947251687,[],Hamilton ‘definitely’ has higher levels of allergy-causing pollen compared to last 4 years: experts,https://globalnews.ca/news/7907505/hamilton-higher-levels-of-pollen-allergies/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,34:59.9,FALSE,https://beltandroadcenter.org/422d-pressure-chart/,en,661229,Brookfield Citizen,http://www.brookfieldcitizen.com/,f5801f1c-e2d4-fc85-c888-1bbbd8b313a4,2267649457,2/6/21 15:34,1844729708,[],422d pressure chart,https://beltandroadcenter.org/422d-pressure-chart/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,13:32.6,FALSE,https://www.denverpost.com/?p=4604978,en,390347,Denver and Colorado courts and crime news | The Denver Post,http://feeds.denverpost.com/dp-news-local-crime,2a85bed2-5efc-3fe8-643b-35a3deddfe28,2362793893,6/10/21 15:25,1957363497,[],"Mental health crisis workers sworn in, will be paired with Arapahoe County Sheriff deputies",http://feeds.denverpost.com/~r/dp-news-local-crime/~3/sEPDRYO6g18/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,00:52.0,FALSE,https://www.eastbaytimes.com/?p=7962987,en,659204,Concord Transcript,http://www.contracostatimes.com/concord/,72df1cd1-c566-9352-fd1b-b433e27d7f89,2383896858,7/2/21 10:00,1978840715,[],"Restoring habitat, opening trails are key to new East Bay park",https://www.eastbaytimes.com/2021/07/02/restoring-habitat-opening-trails-are-key-to-new-east-bay-park/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,16:40.2,FALSE,http://www.rte.ie/entertainment/2021/0519/1222571-bill-turnbull-to-reunite-with-susanna-reid-on-gmb/,en,39407,RTE,http://www.rte.ie/,6245cdee-0422-4379-acec-b7e2e010c93d,2341811594,5/19/21 8:11,1936010811,[],Bill Turnbull to reunite with Susanna Reid on GMB,http://www.rte.ie/entertainment/2021/0519/1222571-bill-turnbull-to-reunite-with-susanna-reid-on-gmb/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,02:26.2,FALSE,f9606212373a4d50a1709eb50fc0063f,en,653580,Metro - Canada (Hamilton),http://metronews.ca/news/hamilton/,6f2c4f51-2a56-c76c-14d9-4737c83679b2,2328057145,5/5/21 0:02,1921642964,[],Emergency preparedness starts at home,https://www.thestar.com/news/canada/2021/05/05/emergency-preparedness-starts-at-home.html,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,30:28.1,FALSE,https://www.sify.com/news/prime-minister-modi-meets-bjps-national-secretaries-news-national-vhlpOtjbgijie.html,en,55632,sify.com,http://sify.com/,db38e7b8-8f58-850f-050f-fad5c482f2af,2392076976,7/11/21 11:50,1987172171,[],Prime Minister Modi meets BJP's national Secretaries,https://www.sify.com/news/prime-minister-modi-meets-bjps-national-secretaries-news-national-vhlpOtjbgijie.html,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,19:23.1,FALSE,https://www.ozarksfirst.com/?p=833864,en,329087,fox5krbk.com,http://fox5krbk.com/,67205e37-c4aa-0fbd-df7d-68056f89b053,2305474395,4/5/21 16:03,1897960625,[],Governor says Missouri will not have a vaccine passport,https://www.ozarksfirst.com/top-stories/governor-says-missouri-will-not-have-a-vaccine-passport/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,50:42.8,FALSE,https://www.bizjournals.com/birmingham/news/2021/07/01/conserv-growing-both-nationally-and-into-europe.html?ana=RSS&s=article_search,en,662532,Business Courier,http://www.bizjournals.com/cincinnati/,d39f0dbc-b8d6-c29c-2a7c-311029eb7458,2383118983,7/1/21 15:15,1978046678,[],Conserv growing both nationally and into Europe,http://feeds.bizjournals.com/~r/industry_7/~3/vXk1IhTWmjE/conserv-growing-both-nationally-and-into-europe.html,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,59:51.3,FALSE,https://www.nbcnews.com/news/us-news/not-backed-science-l-county-sheriff-will-not-enforce-mask-n1274274,en,25499,NBC News,http://www.nbcnews.com,fabd89b7-7c86-65fc-2ebe-f5984f4a4038,2398102156,7/17/21 11:53,1993316960,[],Los Angeles County sheriff will not enforce mask mandate,https://www.nbcnews.com/news/us-news/not-backed-science-l-county-sheriff-will-not-enforce-mask-n1274274,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,14:13.3,FALSE,http://www.bangladeshsun.com/news/269870665/bangladesh-signs-deal-to-buy-chinese-covid-19-vaccines,en,361145,Bangladesh Sun - Authoritative Bangladesh News Source,http://www.bangladeshsun.com/,aa3b277e-eb0a-46b4-eace-65263c7f174b,2365165095,6/13/21 0:55,1959777562,[],Bangladesh signs deal to buy Chinese Covid-19 vaccines,http://www.bangladeshsun.com/news/269870665/bangladesh-signs-deal-to-buy-chinese-covid-19-vaccines,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,10:46.4,FALSE,https://www.cranbrooktownsman.com/news/city-of-cranbrook-reminds-residents-to-renew-dog-licenses/,en,379993,Kootenay News Advertiser - Kootenay News,http://www.kootenayadvertiser.com/,f4bb7b9a-6ccb-851e-2ec2-8b702db447f6,2230179305,1/11/21 11:10,1820722614,[],City of Cranbrook reminds residents to renew dog licenses,https://www.cranbrooktownsman.com/news/city-of-cranbrook-reminds-residents-to-renew-dog-licenses/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,34:24.9,FALSE,https://dfw.cbslocal.com/?p=946924,en,1200,ktvt,http://cbs11tv.com/,bff34425-d1d0-f2b2-3c4f-06d29529abe4,2235232836,1/15/21 21:15,1825324762,[],"New Coronavirus Variant Could Be Dominant Strain By March, CDC Says",https://dfw.cbslocal.com/2021/01/15/coronavirus-variant-strain-cdc/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,31:54.1,FALSE,https://www.mercurynews.com/2021/06/21/pac-12-athletic-directors-meet-george-kliavkoff-consider-changes-to-structure-of-the-football-season/,en,106888,Kenya News | Big News Network.com,https://www.bignewsnetwork.com/category/kenya-news,cc53d16b-92fa-8b17-9d24-bb926df4a50d,2379938759,6/28/21 18:05,1974810241,[],Pac-12 considers overhaul to football schedule as CFP expansion looms,https://www.mercurynews.com/2021/06/21/pac-12-athletic-directors-meet-george-kliavkoff-consider-changes-to-structure-of-the-football-season/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,09:00.2,FALSE,https://www.foxnews.com/sports/djokovic-ties-federer-in-weeks-at-no-1-gauff-up-to-no-38,en,1092,Fox News,http://www.foxnews.com/,8861e1e3-5625-2541-fc67-d7c46ab195ab,2276597296,3/1/21 12:41,1866841245,[],Djokovic ties Federer in weeks at No. 1; Gauff up to No. 38,https://www.foxnews.com/sports/djokovic-ties-federer-in-weeks-at-no-1-gauff-up-to-no-38,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,47:55.1,FALSE,https://myv949.com/2021/03/24/prince-harry-joins-the-aspen-institutes-fight-against-misinformation/,en,1809201,WATV,https://myv949.com/,38eaa0e0-eca0-dfb7-ee8b-11b95a357e20,2294909872,3/24/21 8:02,1887232127,[],Prince Harry joins the Aspen Institute’s fight against misinformation,https://myv949.com/2021/03/24/prince-harry-joins-the-aspen-institutes-fight-against-misinformation/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,18:01.3,FALSE,https://www.bizjournals.com/atlanta/news/2021/05/31/first-advantage-ipo-initial-public-offering.html?ana=RSS&s=article_search,en,659602,Denver Business Journal,http://www.bizjournals.com/denver/,59cfbbd9-bdce-a257-1dab-675aa1a47588,2352510618,5/31/21 9:38,1946895441,[],Atlanta background screening and verifications company First Advantage raising $100M in IPO,http://feeds.bizjournals.com/~r/industry_2/~3/Th-a7KTFvRY/first-advantage-ipo-initial-public-offering.html,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,33:33.3,FALSE,https://www.argusleader.com/story/sports/college/2021/03/11/summit-league-basketball-what-future-hold-sanford-pentagon-sioux-falls/6933464002/,en,663057,"Sioux Falls Business 
Journal",http://www.argusleader.com/news/business-journal/,a78ce019-3393-9a16-8012-96da5a00c474,2284721479,3/11/21 11:26,1876337241,[],"Zimmer: After successful turn to Pentagon, what does future hold for Summit tournament?",http://rssfeeds.argusleader.com/~/646298866/0/siouxfalls/home~Zimmer-After-successful-turn-to-Pentagon-what-does-future-hold-for-Summit-tournament/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,29:58.3,FALSE,http://timesofindia.indiatimes.com/videoshow/82063506.cms,en,39788,timesofindia,http://timesofindia.indiatimes.com/cms.dll/headlines,ff936cd7-af08-c1eb-e564-e041daba7b0d,2309627353,20:11.5,1902258995,[],Navratri Special Hindi Bhakti Songs 'Jai Jagjanni' (Audio Jukebox) Sung By Anuradha Paudwal,http://timesofindia.indiatimes.com/videoshow/82063506.cms,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,58:43.4,FALSE,https://www.slideshare.net/WatersAbdi/pdf-download-the-new-urban-crisis-how-our-cities-are-increasing-inequality-deepening-segregation-and-failing-the-middle-classand-what-we-can-do-about-it-downloadpdf,en,22488,slideshare.net,http://www.slideshare.net,22bbdfd8-da49-edf5-7975-fefa41462c23,2259030656,2/12/21 0:57,1849774943,[],Pdf [download]^^ The New Urban Crisis How Our Cities Are Increasing Inequality  Deepening Segregation  and Failing the Middle Class-and What We Can Do About It ^DOWNLOAD@PDF#,https://www.slideshare.net/WatersAbdi/pdf-download-the-new-urban-crisis-how-our-cities-are-increasing-inequality-deepening-segregation-and-failing-the-middle-classand-what-we-can-do-about-it-downloadpdf,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,51:11.5,FALSE,https://www.orlandosentinel.com/opinion/os-op-ticked-off-070521-20210704-w6wzov5ejzawjnow5u6y5le56q-story.html,en,38,Orlando Sentinel,http://www.orlandosentinel.com/,d9c54ab9-02e7-de3f-1b63-5596400683c0,2385589300,7/4/21 8:00,1980562818,[],Ticked off! @Beach Patrol,http://feeds.orlandosentinel.com/~r/orlandosentinel/news/opinion/~3/foHBn34IUCk/os-op-ticked-off-070521-20210704-w6wzov5ejzawjnow5u6y5le56q-story.html,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,21:02.0,FALSE,https://www.farmprogress.com/marketing/make-mine-milk,en,315753,southeastfarmpress.com,http://southeastfarmpress.com/,18abbe2b-f518-de5a-5a89-a30d388b75d4,2367946530,6/16/21 4:00,1962602856,[],Make mine milk,https://www.farmprogress.com/marketing/make-mine-milk,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,11:10.0,FALSE,https://bompo.beltandroadcenter.org/disney-on-ice-budweiser-event-center-seating-chart/,en,661229,Brookfield Citizen,http://www.brookfieldcitizen.com/,500ba6e0-7184-a4b3-a494-02bc419f92d1,2250150269,1/28/21 2:09,1836255037,[],disney on ice budweiser event center seating chart,https://bompo.beltandroadcenter.org/disney-on-ice-budweiser-event-center-seating-chart/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,36:11.6,FALSE,https://garrettgateo.blogdomago.com/4391258/the-definitive-guide-to-ac-installation-company-tucson,en,84097,Blog do Mago,http://blogdomago.com,032bd86b-65d7-57bb-84d3-eb0898347807,2355117418,6/3/21 1:08,1949542960,[],The Definitive Guide to AC installation company Tucson,https://garrettgateo.blogdomago.com/4391258/the-definitive-guide-to-ac-installation-company-tucson,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,07:57.5,FALSE,delta-variant-means-unvaccinated-kids-120053396.html,en,28036,"News | Sonora / Tuolumne News, Sports, & Weather, Angels Camp, Twain Harte, Jamestown | Union Democrat",http://www.uniondemocrat.com/,53a7417a-21e7-b378-6ff6-8a323223856b,2387323055,7/6/21 8:00,1982339864,[],What the Delta variant means for unvaccinated kids,https://news.yahoo.com/delta-variant-means-unvaccinated-kids-120053396.html,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,58:50.2,FALSE,https://www.hometownlife.com/story/life/shopping/2021/07/26/day-town-returning-downtown-birmingham/7915943002/,en,658852,Birmingham News as it Happens from Birmingham News.Net,http://www.birminghamnews.net/,dbbfed86-efd3-1c6c-91b4-289097da1b0d,2410427755,7/30/21 9:59,2005893625,[],Day On The Town returning to downtown Birmingham,https://www.hometownlife.com/story/life/shopping/2021/07/26/day-town-returning-downtown-birmingham/7915943002/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,20:11.1,FALSE,https://indianexpress.com/?post_type=article&p=7368149,en,39717,expressindia,http://www.expressindia.com/,3c12b4bd-d8c0-6756-0be0-916c8491fb8e,2372190061,6/20/21 18:16,1966923307,[],Two arrested with 10 gm heroin in Mohali,https://indianexpress.com/article/india/two-arrested-with-10-gm-heroin-in-mohali-7368149/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,25:26.6,FALSE,https://www.nst.com.my/business/2021/03/674330/global-local-bond-yields-rose-february,en,39395,nst,http://www.nst.com.my/,d9ad7a15-303d-b3d3-0e80-61e4a40d95f9,2288300977,3/16/21 4:50,1880135233,[],"Global, local bond yields rose in February",https://www.nst.com.my/business/2021/03/674330/global-local-bond-yields-rose-february,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,46:08.8,FALSE,139765b625dca98ec9b3a14c6b848fdc,en,448067,greenocktelegraph.co.uk,http://greenocktelegraph.co.uk/,9640e3ab-192b-c176-027f-cb935da87e60,2403526476,7/23/21 8:40,1998854262,[],McGill's run bus to popular shopping outlet,https://www.greenocktelegraph.co.uk/news/19457756.mcgills-run-bus-popular-shopping-outlet/?ref=rss,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,52:41.3,FALSE,https://www.aljazeera.com/?t=1622820811,en,651267,Google - Near and Middle East Regional,https://news.google.com/news/?ned=ar_me,d50680cc-5184-2840-3ae7-9e0141ebfb1a,2357933425,6/4/21 14:29,1951440054,[],Pence does not see ‘eye to eye’ with Trump on US Capitol riot,https://www.aljazeera.com/news/2021/6/4/pence-does-not-see-eye-to-eye-with-trump-on-january-6-us-riot,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,46:44.8,FALSE,http://www.nwaonline.com/news/2021/feb/14/boozman-cotton-vote-to-acquit/,en,93803,nwaonline.com,http://www.nwaonline.com/#spider,f88468cb-30c3-2647-2647-7eced3b52aed,2268598916,2/14/21 5:20,1851727955,[],"Boozman, Cotton vote to acquit",http://www.nwaonline.com/news/2021/feb/14/boozman-cotton-vote-to-acquit/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
TRUE,14:01.5,FALSE,e176316a-c658-3a3a-badd-95fd3f81cc6f,en,19814,sports.yahoo.com,http://sports.yahoo.com,983dde87-3fbd-1c96-5725-f6855e1a142f,2242851487,1/24/21 22:42,1832977760,[],Onyeka Okongwu with an alley oop vs the Milwaukee Bucks,https://sports.yahoo.com/onyeka-okongwu-alley-oop-vs-034200534.html?src=rss,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,50:48.8,FALSE,https://gamba.cogsima2018.org/sugar-alcohol-chart/,en,661229,Brookfield Citizen,http://www.brookfieldcitizen.com/,b83b7943-7746-2e89-3aa1-fc8f64d892d2,2276717788,2/26/21 11:49,1864343204,[],sugar alcohol chart,https://gamba.cogsima2018.org/sugar-alcohol-chart/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,58:55.8,FALSE,https://communityjournal.net/?p=88338,en,104375,Milwaukee Community Journal  WISCONSIN'S LARGEST AFRICAN AMERICAN NEWSPAPERMilwaukee Community Journal  WISCONSIN'S LARGEST AF,http://www.communityjournal.net,3f1381ef-0370-e938-63a0-db0241558090,2308428332,4/13/21 10:08,1901144418,[],Celebrate Week of the Young Child with community events,https://communityjournal.net/celebrate-week-of-the-young-child-with-community-events/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,09:48.6,FALSE,8c03aa00-4022-4a97-ac17-a517b269fc33,en,380389,Kitchener,http://metronews.ca/news/kitchener/,43246357-5386-a8b9-484c-c08ae783d87d,2280414878,3/6/21 7:00,1871682872,[],The Faceoff: Steel prices are taking off and Stelco is on a tear — but rival Dofasco still dominates the auto market,https://www.thestar.com/business/2021/03/06/the-faceoff-stelco-is-closing-the-gap-but-rival-steelmaker-dofasco-still-dominates-crucial-auto-market.html,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,03:22.9,FALSE,https://www.newsnationnow.com/?p=1642645,en,266046,klin.com,http://klin.com/,220d7530-2204-174a-2ace-97d604537d45,2338883818,5/16/21 12:02,1932974114,[],"India promises more vaccines as daily COVID-19 deaths stay above 4,000",https://www.newsnationnow.com/health/coronavirus/india-promises-more-vaccines-as-daily-covid-19-deaths-stay-above-4000/,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
FALSE,08:00.4,FALSE,https://www.ninersnation.com/2021/5/26/22453836/49ers-usc-safety-talanoa-hufanga-fit-craig-naviar-nfl,en,375846,Big News Network.com - Paris News,http://www.bignewsnetwork.com/index.php/cat/fab36d240e1883d4/,14879819-e26a-bc70-3113-b7c9960e0135,2351331836,5/29/21 22:45,1945668725,[],San Francisco 49ers- USC safety coach Craig Naivar on Talanoa Hufangas fit with the Niners,https://www.ninersnation.com/2021/5/26/22453836/49ers-usc-safety-talanoa-hufanga-fit-craig-naviar-nfl,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
